record_type,bank,base_currency,quote_currency,currency_pair,unit,transaction_value,amount_tier,std_transaction_value,std_amount_tier,group,effective_date,last_updated,scraped_at,tt_od_sell,tt_buy,mid_rate,bank_mid_rate,mid_source,sell_margin_pct,buy_margin_pct
standardized,dbs,AED,SGD,AED/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.3486,0.3439,0.3461,0.34625,MAS,0.7223345853799485,0.6356544351343644
standardized,dbs,AED,SGD,AED/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.3486,0.3439,0.3461,0.34625,MAS,0.7223345853799485,0.6356544351343644
standardized,dbs,AED,SGD,AED/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.3514,0.3411,0.3461,0.34625,MAS,1.5313493210054814,1.444669170759897
standardized,dbs,AUD,SGD,AUD/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.9155,0.8955,0.9051,0.9055,MAS,1.149044304496737,1.0606562810739204
standardized,dbs,AUD,SGD,AUD/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.9155,0.8955,0.9051,0.9055,MAS,1.149044304496737,1.0606562810739204
standardized,dbs,AUD,SGD,AUD/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.9155,0.8955,0.9051,0.9055,MAS,1.149044304496737,1.0606562810739204
standardized,dbs,AUD,SGD,AUD/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.9159,0.895,0.9051,0.9054500000000001,MAS,1.1932383162081572,1.1158987957131807
standardized,dbs,BDT,SGD,BDT/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.0555,,,,,,
standardized,dbs,BDT,SGD,BDT/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.0555,,,,,,
standardized,dbs,BDT,SGD,BDT/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.0555,,,,,,
standardized,dbs,BDT,SGD,BDT/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.0555,,,,,,
standardized,dbs,BHD,SGD,BHD/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,3.4536,,,,,,
standardized,dbs,BHD,SGD,BHD/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,3.4536,,,,,,
standardized,dbs,BHD,SGD,BHD/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,3.4536,,,,,,
standardized,dbs,BHD,SGD,BHD/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,3.4674,,,,,,
standardized,dbs,BND,SGD,BND/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.0,1.0,,1.0,,,
standardized,dbs,BND,SGD,BND/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.0,1.0,,1.0,,,
standardized,dbs,BND,SGD,BND/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.0,1.0,,1.0,,,
standardized,dbs,BND,SGD,BND/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.0,1.0,,1.0,,,
standardized,dbs,CAD,SGD,CAD/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.9305,0.9165,0.9213,0.9235,MAS,0.9985889503961778,0.5210029306414877
standardized,dbs,CAD,SGD,CAD/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.9305,0.9165,0.9213,0.9235,MAS,0.9985889503961778,0.5210029306414877
standardized,dbs,CAD,SGD,CAD/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.9305,0.9165,0.9213,0.9235,MAS,0.9985889503961778,0.5210029306414877
standardized,dbs,CAD,SGD,CAD/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.9337,0.9133,0.9213,0.9235,MAS,1.345924237490499,0.8683382177358088
standardized,dbs,CHF,SGD,CHF/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.608,1.5775,1.5899,1.59275,MAS,1.138436379646519,0.7799232656142013
standardized,dbs,CHF,SGD,CHF/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.608,1.5775,1.5899,1.59275,MAS,1.138436379646519,0.7799232656142013
standardized,dbs,CHF,SGD,CHF/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.608,1.5775,1.5899,1.59275,MAS,1.138436379646519,0.7799232656142013
standardized,dbs,CHF,SGD,CHF/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.6088,1.5767,1.5899,1.59275,MAS,1.1887540096861386,0.8302408956538211
standardized,dbs,CNH,SGD,CNH/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1912,0.1868,,0.189,,,
standardized,dbs,CNH,SGD,CNH/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1912,0.1868,,0.189,,,
standardized,dbs,CNH,SGD,CNH/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1912,0.1868,,0.189,,,
standardized,dbs,CNH,SGD,CNH/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1919,0.1862,,0.18905,,,
standardized,dbs,CNY,SGD,CNY/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1891,,0.1891,,MAS,0.0,
standardized,dbs,CNY,SGD,CNY/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1891,,0.1891,,MAS,0.0,
standardized,dbs,CNY,SGD,CNY/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1891,,0.1891,,MAS,0.0,
standardized,dbs,CNY,SGD,CNY/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1908,,0.1891,,MAS,0.8989952406134358,
standardized,dbs,DKK,SGD,DKK/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.2015,0.196,,0.19875,,,
standardized,dbs,DKK,SGD,DKK/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.2015,0.196,,0.19875,,,
standardized,dbs,DKK,SGD,DKK/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.2015,0.196,,0.19875,,,
standardized,dbs,DKK,SGD,DKK/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.2019,0.1956,,0.19874999999999998,,,
standardized,dbs,EUR,SGD,EUR/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.4988,1.4734,1.4849,1.4861,MAS,0.9360899723886996,0.7744629267964216
standardized,dbs,EUR,SGD,EUR/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.4988,1.4734,1.4849,1.4861,MAS,0.9360899723886996,0.7744629267964216
standardized,dbs,EUR,SGD,EUR/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.4988,1.4734,1.4849,1.4861,MAS,0.9360899723886996,0.7744629267964216
standardized,dbs,EUR,SGD,EUR/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.4996,1.4727,1.4849,1.4861499999999999,MAS,0.9899656542528072,0.8216041484275176
standardized,dbs,GBP,SGD,GBP/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.7475,1.723,1.7307,1.7352500000000002,MAS,0.9707054948864707,0.4449066851562847
standardized,dbs,GBP,SGD,GBP/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.7475,1.723,1.7307,1.7352500000000002,MAS,0.9707054948864707,0.4449066851562847
standardized,dbs,GBP,SGD,GBP/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.7475,1.723,1.7307,1.7352500000000002,MAS,0.9707054948864707,0.4449066851562847
standardized,dbs,GBP,SGD,GBP/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.7491,1.7212,1.7307,1.73515,MAS,1.0631536372566126,0.5489108453226926
standardized,dbs,HKD,SGD,HKD/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1637,0.1604,0.16210000000000002,0.16205,MAS,0.987045033929667,1.048735348550299
standardized,dbs,HKD,SGD,HKD/SGD,1,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1637,0.1604,0.16210000000000002,0.16205,MAS,0.987045033929667,1.048735348550299
standardized,dbs,HKD,SGD,HKD/SGD,1,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1637,0.1604,0.16210000000000002,0.16205,MAS,0.987045033929667,1.048735348550299
standardized,dbs,HKD,SGD,HKD/SGD,1,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.1639,0.1603,0.16210000000000002,0.1621,MAS,1.1104256631708624,1.1104256631708966
standardized,dbs,HUF,SGD,HUF/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.4155,,,,,,
standardized,dbs,HUF,SGD,HUF/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.4155,,,,,,
standardized,dbs,HUF,SGD,HUF/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.4155,,,,,,
standardized,dbs,HUF,SGD,HUF/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.4171,,,,,,
standardized,dbs,ID0,SGD,ID0/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,,,,,,
standardized,dbs,ID0,SGD,ID0/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,,,,,,
standardized,dbs,ID0,SGD,ID0/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,,,,,,
standardized,dbs,ID0,SGD,ID0/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,0.0071,,,,,
standardized,dbs,IDR,SGD,IDR/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0073,,0.007158,,MAS,1.9837943559653501,
standardized,dbs,IDR,SGD,IDR/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0073,,0.007158,,MAS,1.9837943559653501,
standardized,dbs,IDR,SGD,IDR/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0073,,0.007158,,MAS,1.9837943559653501,
standardized,dbs,IDR,SGD,IDR/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0073,,0.007158,,MAS,1.9837943559653501,
standardized,dbs,IN0,SGD,IN0/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,1.3246,,,,,
standardized,dbs,IN0,SGD,IN0/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,1.3246,,,,,
standardized,dbs,IN0,SGD,IN0/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,1.3246,,,,,
standardized,dbs,IN0,SGD,IN0/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,1.3246,,,,,
standardized,dbs,INR,SGD,INR/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.3433,,1.3291,,MAS,1.0683921450605667,
standardized,dbs,INR,SGD,INR/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.3433,,1.3291,,MAS,1.0683921450605667,
standardized,dbs,INR,SGD,INR/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.3433,,1.3291,,MAS,1.0683921450605667,
standardized,dbs,INR,SGD,INR/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,1.354,,1.3291,,MAS,1.8734481980287523,
standardized,dbs,JPY,SGD,JPY/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.8095,0.7934,0.8024,0.80145,MAS,0.8848454636091719,1.1216350947158533
standardized,dbs,JPY,SGD,JPY/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.8095,0.7934,0.8024,0.80145,MAS,0.8848454636091719,1.1216350947158533
standardized,dbs,JPY,SGD,JPY/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.8095,0.7934,0.8024,0.80145,MAS,0.8848454636091719,1.1216350947158533
standardized,dbs,JPY,SGD,JPY/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,mainCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.8103,0.7926,0.8024,0.80145,MAS,0.9845463609172505,1.221335992023932
standardized,dbs,KRW,SGD,KRW/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0923,,0.0912,,MAS,1.2061403508771817,
standardized,dbs,KRW,SGD,KRW/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0923,,0.0912,,MAS,1.2061403508771817,
standardized,dbs,KRW,SGD,KRW/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0923,,0.0912,,MAS,1.2061403508771817,
standardized,dbs,KRW,SGD,KRW/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0923,,0.0912,,MAS,1.2061403508771817,
standardized,dbs,KWD,SGD,KWD/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,421.1675,,,,,,
standardized,dbs,KWD,SGD,KWD/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,421.1675,,,,,,
standardized,dbs,KWD,SGD,KWD/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,421.1675,,,,,,
standardized,dbs,KWD,SGD,KWD/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,422.8283,,,,,,
standardized,dbs,LKR,SGD,LKR/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.3927,,,,,,
standardized,dbs,LKR,SGD,LKR/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.3927,,,,,,
standardized,dbs,LKR,SGD,LKR/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.3927,,,,,,
standardized,dbs,LKR,SGD,LKR/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.3927,,,,,,
standardized,dbs,MM1,SGD,MM1/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,,,,,,
standardized,dbs,MM1,SGD,MM1/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,,,,,,
standardized,dbs,MM1,SGD,MM1/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,,,,,,
standardized,dbs,MM1,SGD,MM1/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,,,,,,,
standardized,dbs,MMK,SGD,MMK/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0325,,,,,,
standardized,dbs,MMK,SGD,MMK/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0325,,,,,,
standardized,dbs,MMK,SGD,MMK/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0325,,,,,,
standardized,dbs,MMK,SGD,MMK/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,0.0325,,,,,,
standardized,dbs,MUR,SGD,MUR/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 200 – 39,999.99",std_200_40k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,2.7287,,,,,,
standardized,dbs,MUR,SGD,MUR/SGD,100,SGD 50 – 200,amtBtw50And200,"SGD 40,000 – 100,000",std_40k_100k,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,2.7287,,,,,,
standardized,dbs,MUR,SGD,MUR/SGD,100,SGD 50 – 200,amtBtw50And200,SGD 50 – 200,std_50_200,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,2.7287,,,,,,
standardized,dbs,MUR,SGD,MUR/SGD,100,SGD < 50,amtLessThan50,SGD < 50,std_lt_50,otherCurrencies,2026-08-20 21:15:00,2026-08-20 13:15:13,2026-08-20T13:25:51.183960+00:00,2.7395,,,,,,
